# mesh name: secondLayerFourTimesRes
# primitive scorer name: energyDeposit
# iX, iY, iZ, total(value) [MeV], total(val^2), entry
4,10,0,0,0,0
4,11,0,0,0,0
4,12,0,0,0,0
4,13,0,0,0,0
4,14,0,0,0,0
4,15,0,0,0,0
4,16,0,0,0,0
4,17,0,0,0,0
4,18,0,0,0,0
4,19,0,0,0,0
4,20,0,0,0,0
4,21,0,0,0,0
4,22,0,0,0,0
4,23,0,0,0,0
4,24,0,0,0,0
4,25,0,0,0,0
4,26,0,0,0,0
4,27,0,0,0,0
4,28,0,0,0,0
4,29,0,0,0,0
4,30,0,0,0,0
4,31,0,0,0,0
4,32,0,0,0,0
4,33,0,0,0,0
4,34,0,0,0,0
4,35,0,0,0,0
4,36,0,0,0,0
4,37,0,0,0,0
4,38,0,0,0,0
4,39,0,0,0,0
4,40,0,0,0,0
4,41,0,0,0,0
4,42,0,0,0,0
4,43,0,0,0,0
4,44,0,0,0,0
4,45,0,0,0,0
4,46,0,0,0,0
4,47,0,0,0,0
5,0,0,0,0,0
5,1,0,0,0,0
5,2,0,0,0,0
5,3,0,0,0,0
5,4,0,0,0,0
5,5,0,0,0,0
5,6,0,0,0,0
5,7,0,0,0,0
5,8,0,0,0,0
5,9,0,0,0,0
5,10,0,0,0,0
5,11,0,0,0,0
5,12,0,0,0,0
5,13,0,0,0,0
5,14,0,0,0,0
5,15,0,0,0,0
5,16,0,0,0,0
5,17,0,0,0,0
5,18,0,0,0,0
5,19,0,0,0,0
5,20,0,0,0,0
5,21,0,0,0,0
5,22,0,0,0,0
5,23,0,0,0,0
5,24,0,0,0,0
5,25,0,0,0,0
5,26,0,0,0,0
5,27,0,0,0,0
5,28,0,0,0,0
5,29,0,0,0,0
5,30,0,0,0,0
5,31,0,0,0,0
5,32,0,0,0,0
5,33,0,0,0,0
5,34,0,0,0,0
5,35,0,0,0,0
5,36,0,0,0,0
5,37,0,0,0,0
5,38,0,0,0,0
5,39,0,0,0,0
5,40,0,0,0,0
5,41,0,0,0,0
5,42,0,0,0,0
5,43,0,0,0,0
5,44,0,0,0,0
5,45,0,0,0,0
5,46,0,0,0,0
5,47,0,0,0,0
6,0,0,0,0,0
6,1,0,0,0,0
6,2,0,0,0,0
6,3,0,0,0,0
6,4,0,0,0,0
6,5,0,0,0,0
6,6,0,0,0,0
6,7,0,0,0,0
6,8,0,0,0,0
6,9,0,0,0,0
6,10,0,0,0,0
6,11,0,0,0,0
6,12,0,0,0,0
6,13,0,0,0,0
6,14,0,0,0,0
6,15,0,0,0,0
6,16,0,0,0,0
6,17,0,0,0,0
6,18,0,0,0,0
6,19,0,0,0,0
6,20,0,0,0,0
6,21,0,0,0,0
6,22,0,0,0,0
6,23,0,0,0,0
6,24,0,0,0,0
6,25,0,0,0,0
6,26,0,0,0,0
6,27,0,0,0,0
6,28,0,0,0,0
6,29,0,0,0,0
6,30,0,0,0,0
6,31,0,0,0,0
6,32,0,0,0,0
6,33,0,0,0,0
6,34,0,0,0,0
6,35,0,0,0,0
6,36,0,0,0,0
6,37,0,0,0,0
6,38,0,0,0,0
6,39,0,0,0,0
6,40,0,0,0,0
6,41,0,0,0,0
6,42,0,0,0,0
6,43,0,0,0,0
6,44,0,0,0,0
6,45,0,0,0,0
6,46,0,0,0,0
6,47,0,0,0,0
7,0,0,0,0,0
7,1,0,0,0,0
7,2,0,0,0,0
7,3,0,0,0,0
7,4,0,0,0,0
7,5,0,0,0,0
7,6,0,0,0,0
7,7,0,0,0,0
7,8,0,0,0,0
7,9,0,0,0,0
7,10,0,0,0,0
7,11,0,0,0,0
7,12,0,0,0,0
7,13,0,0,0,0
7,14,0,0,0,0
7,15,0,0,0,0
7,16,0,0,0,0
7,17,0,0,0,0
7,18,0,0,0,0
7,19,0,0,0,0
7,20,0,0,0,0
7,21,0,0,0,0
7,22,0,0,0,0
7,23,0,0,0,0
7,24,0,0,0,0
7,25,0,0,0,0
7,26,0,0,0,0
7,27,0,0,0,0
7,28,0,0,0,0
7,29,0,0,0,0
7,30,0,0,0,0
7,31,0,0,0,0
7,32,0,0,0,0
7,33,0,0,0,0
7,34,0,0,0,0
7,35,0,0,0,0
7,36,0,0,0,0
7,37,0,0,0,0
7,38,0,0,0,0
7,39,0,0,0,0
7,40,0,0,0,0
7,41,0,0,0,0
7,42,0,0,0,0
7,43,0,0,0,0
7,44,0,0,0,0
7,45,0,0,0,0
7,46,0,0,0,0
7,47,0,0,0,0
8,0,0,0,0,0
8,1,0,0,0,0
8,2,0,0,0,0
8,3,0,0,0,0
8,4,0,0,0,0
8,5,0,0,0,0
8,6,0,0,0,0
8,7,0,0,0,0
8,8,0,0,0,0
8,9,0,0,0,0
8,10,0,0,0,0
8,11,0,0,0,0
8,12,0,0,0,0
8,13,0,0,0,0
8,14,0,0,0,0
8,15,0,0,0,0
8,16,0,0,0,0
8,17,0,0,0,0
8,18,0,0,0,0
8,19,0,0,0,0
8,20,0,0,0,0
8,21,0,0,0,0
8,22,0,0,0,0
8,23,0,0,0,0
8,24,0,0,0,0
8,25,0,0,0,0
8,26,0,0.006719243712723255,4.514823607097099e-05,1
8,27,0,0.0003109198587480932,9.667115856393426e-08,1
8,28,0,0,0,0
8,29,0,0,0,0
8,30,0,0,0,0
8,31,0,0,0,0
8,32,0,0,0,0
8,33,0,0,0,0
8,34,0,0,0,0
8,35,0,0,0,0
8,36,0,0,0,0
8,37,0,0,0,0
8,38,0,0,0,0
8,39,0,0,0,0
8,40,0,0,0,0
8,41,0,0,0,0
8,42,0,0,0,0
8,43,0,0,0,0
8,44,0,0,0,0
8,45,0,0,0,0
8,46,0,0,0,0
8,47,0,0,0,0
9,0,0,0,0,0
9,1,0,0,0,0
9,2,0,0,0,0
9,3,0,0,0,0
9,4,0,0,0,0
9,5,0,0,0,0
9,6,0,0,0,0
9,7,0,0,0,0
9,8,0,0,0,0
9,9,0,0,0,0
9,10,0,0,0,0
9,11,0,0,0,0
9,12,0,0,0,0
9,13,0,0,0,0
9,14,0,0,0,0
9,15,0,0,0,0
9,16,0,0,0,0
9,17,0,0,0,0
9,18,0,0,0,0
9,19,0,0,0,0
9,20,0,0,0,0
9,21,0,0,0,0
9,22,0,0,0,0
9,23,0,0,0,0
9,24,0,0,0,0
9,25,0,0,0,0
9,26,0,0,0,0
9,27,0,0,0,0
9,28,0,0,0,0
9,29,0,0,0,0
9,30,0,0,0,0
9,31,0,0,0,0
9,32,0,0,0,0
9,33,0,0,0,0
9,34,0,0,0,0
9,35,0,0,0,0
9,36,0,0,0,0
9,37,0,0,0,0
9,38,0,0,0,0
9,39,0,0,0,0
9,40,0,0,0,0
9,41,0,0,0,0
9,42,0,0,0,0
9,43,0,0,0,0
9,44,0,0,0,0
9,45,0,0,0,0
9,46,0,0,0,0
9,47,0,0,0,0
10,0,0,0,0,0
10,1,0,0,0,0
10,2,0,0,0,0
10,3,0,0,0,0
10,4,0,0,0,0
10,5,0,0,0,0
10,6,0,0,0,0
10,7,0,0,0,0
10,8,0,0,0,0
10,9,0,0,0,0
10,10,0,0,0,0
10,11,0,0,0,0
10,12,0,0,0,0
10,13,0,0,0,0
10,14,0,0,0,0
10,15,0,0,0,0
10,16,0,0,0,0
10,17,0,0,0,0
10,18,0,0,0,0
10,19,0,0,0,0
10,20,0,0,0,0
10,21,0,0,0,0
10,22,0,0,0,0
10,23,0,0,0,0
10,24,0,0,0,0
10,25,0,0,0,0
10,26,0,0,0,0
10,27,0,0,0,0
10,28,0,0,0,0
10,29,0,0,0,0
10,30,0,0.006970876129344106,4.859311401065946e-05,1
10,31,0,0.01504992917762138,0.0002265003682514193,1
10,32,0,0,0,0
10,33,0,0,0,0
10,34,0,0,0,0
10,35,0,0,0,0
10,36,0,0,0,0
10,37,0,0,0,0
10,38,0,0,0,0
10,39,0,0,0,0
10,40,0,0,0,0
10,41,0,0,0,0
10,42,0,0,0,0
10,43,0,0,0,0
10,44,0,0,0,0
10,45,0,0,0,0
10,46,0,0,0,0
10,47,0,0,0,0
11,0,0,0,0,0
11,1,0,0,0,0
11,2,0,0,0,0
11,3,0,0,0,0
11,4,0,0,0,0
11,5,0,0,0,0
11,6,0,0,0,0
11,7,0,0,0,0
11,8,0,0,0,0
11,9,0,0,0,0
11,10,0,0,0,0
11,11,0,0,0,0
11,12,0,0,0,0
11,13,0,0,0,0
11,14,0,0,0,0
11,15,0,0,0,0
11,16,0,0,0,0
11,17,0,0,0,0
11,18,0,0,0,0
11,19,0,0,0,0
11,20,0,0,0,0
11,21,0,0,0,0
11,22,0,0,0,0
11,23,0,0,0,0
11,24,0,0,0,0
11,25,0,0,0,0
11,26,0,0,0,0
11,27,0,0,0,0
11,28,0,0,0,0
11,29,0,0.006176942872116342,3.815462324538889e-05,1
11,30,0,0,0,0
11,31,0,0.01871600883896463,0.000350288986860202,1
11,32,0,0.00770162240951322,5.931498773871622e-05,1
11,33,0,0,0,0
11,34,0,0.00701624879729934,4.922774718560444e-05,1
11,35,0,0,0,0
11,36,0,0,0,0
11,37,0,0,0,0
11,38,0,0,0,0
11,39,0,0,0,0
11,40,0,0,0,0
11,41,0,0,0,0
11,42,0,0,0,0
11,43,0,0,0,0
11,44,0,0,0,0
11,45,0,0,0,0
11,46,0,0,0,0
11,47,0,0,0,0
12,0,0,0,0,0
12,1,0,0,0,0
12,2,0,0,0,0
12,3,0,0,0,0
12,4,0,0,0,0
12,5,0,0,0,0
12,6,0,0,0,0
12,7,0,0,0,0
12,8,0,0,0,0
12,9,0,0,0,0
12,10,0,0,0,0
12,11,0,0,0,0
12,12,0,0,0,0
12,13,0,0,0,0
12,14,0,0,0,0
12,15,0,0,0,0
12,16,0,0,0,0
12,17,0,0,0,0
12,18,0,0,0,0
12,19,0,0,0,0
12,20,0,0,0,0
12,21,0,0,0,0
12,22,0,0,0,0
12,23,0,0,0,0
12,24,0,0,0,0
12,25,0,0,0,0
12,26,0,0,0,0
12,27,0,0,0,0
12,28,0,0,0,0
12,29,0,0.00730040343478322,5.329589031059464e-05,1
12,30,0,0,0,0
12,31,0,0.006812295090639964,4.640736440195735e-05,1
12,32,0,0,0,0
12,33,0,0,0,0
12,34,0,0.004035218444187194,1.628298789230852e-05,1
12,35,0,0.00563885536394082,3.179668981544416e-05,1
12,36,0,0,0,0
12,37,0,0,0,0
12,38,0,0,0,0
12,39,0,0,0,0
12,40,0,0,0,0
12,41,0,0,0,0
12,42,0,0,0,0
12,43,0,0,0,0
12,44,0,0,0,0
12,45,0,0,0,0
12,46,0,0,0,0
12,47,0,0,0,0
13,0,0,0,0,0
13,1,0,0,0,0
13,2,0,0,0,0
13,3,0,0,0,0
13,4,0,0,0,0
13,5,0,0,0,0
13,6,0,0,0,0
13,7,0,0,0,0
13,8,0,0,0,0
13,9,0,0,0,0
13,10,0,0,0,0
13,11,0,0,0,0
13,12,0,0,0,0
13,13,0,0,0,0
13,14,0,0,0,0
13,15,0,0,0,0
13,16,0,0,0,0
13,17,0,0,0,0
13,18,0,0,0,0
13,19,0,0,0,0
13,20,0,0,0,0
13,21,0,0,0,0
13,22,0,0,0,0
13,23,0,0,0,0
13,24,0,0,0,0
13,25,0,0,0,0
13,26,0,0,0,0
13,27,0,0,0,0
13,28,0,0.01258510327897966,0.0001583848245425846,1
13,29,0,0.009896620060317218,9.794308861827318e-05,1
13,30,0,0,0,0
13,31,0,0,0,0
13,32,0,0,0,0
13,33,0,0,0,0
13,34,0,0,0,0
13,35,0,0,0,0
13,36,0,0,0,0
13,37,0,0,0,0
13,38,0,0,0,0
13,39,0,0,0,0
13,40,0,0,0,0
13,41,0,0,0,0
13,42,0,0,0,0
13,43,0,0,0,0
13,44,0,0,0,0
13,45,0,0,0,0
13,46,0,0,0,0
13,47,0,0,0,0
14,0,0,0,0,0
14,1,0,0,0,0
14,2,0,0,0,0
14,3,0,0,0,0
14,4,0,0,0,0
14,5,0,0,0,0
14,6,0,0,0,0
14,7,0,0,0,0
14,8,0,0,0,0
14,9,0,0,0,0
14,10,0,0,0,0
14,11,0,0,0,0
14,12,0,0,0,0
14,13,0,0,0,0
14,14,0,0,0,0
14,15,0,0,0,0
14,16,0,0,0,0
14,17,0,0,0,0
14,18,0,0,0,0
14,19,0,0,0,0
14,20,0,0,0,0
14,21,0,0,0,0
14,22,0,0,0,0
14,23,0,0,0,0
14,24,0,0,0,0
14,25,0,0,0,0
14,26,0,0,0,0
14,27,0,0,0,0
14,28,0,0.007994687621248886,6.391503016135017e-05,1
14,29,0,0,0,0
14,30,0,0,0,0
14,31,0,0,0,0
14,32,0,0,0,0
14,33,0,0,0,0
14,34,0,0,0,0
14,35,0,0,0,0
14,36,0,0,0,0
14,37,0,0,0,0
14,38,0,0,0,0
14,39,0,0,0,0
14,40,0,0,0,0
14,41,0,0,0,0
14,42,0,0,0,0
14,43,0,0,0,0
14,44,0,0,0,0
14,45,0,0,0,0
14,46,0,0,0,0
14,47,0,0,0,0
15,0,0,0,0,0
15,1,0,0,0,0
15,2,0,0,0,0
15,3,0,0,0,0
15,4,0,0,0,0
15,5,0,0,0,0
15,6,0,0,0,0
15,7,0,0,0,0
15,8,0,0,0,0
15,9,0,0,0,0
15,10,0,0,0,0
15,11,0,0,0,0
15,12,0,0,0,0
15,13,0,0,0,0
15,14,0,0,0,0
15,15,0,0,0,0
15,16,0,0,0,0
15,17,0,0,0,0
15,18,0,0,0,0
15,19,0,0,0,0
15,20,0,0,0,0
15,21,0,0,0,0
15,22,0,1.313217722867167,1.724540787652427,1
15,23,0,0,0,0
15,24,0,0,0,0
15,25,0,0,0,0
15,26,0,0,0,0
15,27,0,0.008744473074330017,7.646580934768266e-05,1
15,28,0,0.005235893040662631,2.741457593325937e-05,1
15,29,0,0,0,0
15,30,0,0,0,0
15,31,0,0.00922114503919147,8.502951583380545e-05,1
15,32,0,0,0,0
15,33,0,0.02813413567491807,0.0007915295901746976,1
15,34,0,0,0,0
15,35,0,0,0,0
15,36,0,0,0,0
15,37,0,0,0,0
15,38,0,0,0,0
15,39,0,0,0,0
15,40,0,0,0,0
15,41,0,0,0,0
15,42,0,0,0,0
15,43,0,0,0,0
15,44,0,0,0,0
15,45,0,0,0,0
15,46,0,0,0,0
15,47,0,0,0,0
16,0,0,0,0,0
16,1,0,0,0,0
16,2,0,0,0,0
16,3,0,0,0,0
16,4,0,0,0,0
16,5,0,0,0,0
16,6,0,0,0,0
16,7,0,0,0,0
16,8,0,0,0,0
16,9,0,0,0,0
16,10,0,0,0,0
16,11,0,0,0,0
16,12,0,0,0,0
16,13,0,0,0,0
16,14,0,0,0,0
16,15,0,0,0,0
16,16,0,0,0,0
16,17,0,0,0,0
16,18,0,0,0,0
16,19,0,0,0,0
16,20,0,0,0,0
16,21,0,0,0,0
16,22,0,0.004423375125043094,1.956624749685001e-05,1
16,23,0,1.275405288649794e-25,1.626658650315865e-50,1
16,24,0,0.005015998467570171,2.51602406266663e-05,1
16,25,0,0.00496217529871501,2.46231836951774e-05,1
16,26,0,0.00302965848823078,9.178830555308813e-06,1
16,27,0,3.134524577844808,9.82524432911317,1
16,28,0,0.4810393332029543,0.2313988400883429,1
16,29,0,0,0,0
16,30,0,1.942144712641455,3.77192608484116,1
16,31,0,0.002969771128846332,8.819540557729219e-06,1
16,32,0,0,0,0
16,33,0,0.006422330829082057,4.124633327817782e-05,1
16,34,0,0,0,0
16,35,0,0,0,0
16,36,0,0,0,0
16,37,0,0,0,0
16,38,0,0,0,0
16,39,0,0,0,0
16,40,0,0,0,0
16,41,0,0,0,0
16,42,0,0,0,0
16,43,0,0,0,0
16,44,0,0,0,0
16,45,0,0,0,0
16,46,0,0,0,0
16,47,0,0,0,0
17,0,0,0,0,0
17,1,0,0,0,0
17,2,0,0,0,0
17,3,0,0,0,0
17,4,0,0,0,0
17,5,0,0,0,0
17,6,0,0,0,0
17,7,0,0,0,0
17,8,0,0,0,0
17,9,0,0,0,0
17,10,0,0,0,0
17,11,0,0,0,0
17,12,0,0,0,0
17,13,0,0,0,0
17,14,0,0,0,0
17,15,0,0,0,0
17,16,0,0,0,0
17,17,0,0,0,0
17,18,0,0,0,0
17,19,0,0,0,0
17,20,0,0,0,0
17,21,0,0.01330506362137385,0.0001770247179688058,1
17,22,0,0.01410343265160918,0.000198906812558476,1
17,23,0,7.88287386022624e-25,6.213970029623814e-49,1
17,24,0,0.5147419204275701,0.2649592446454629,1
17,25,0,0,0,0
17,26,0,1.81003616595277,3.276230922057002,1
17,27,0,2.59369082650109,6.727232103475909,1
17,28,0,0.4033026472347325,0.1626530252665431,1
17,29,0,0.5182202532476566,0.2685522308760654,1
17,30,0,0,0,0
17,31,0,0,0,0
17,32,0,0.01203273609280586,0.0001447867378791129,1
17,33,0,0,0,0
17,34,0,0,0,0
17,35,0,0,0,0
17,36,0,0,0,0
17,37,0,0,0,0
17,38,0,0,0,0
17,39,0,0,0,0
17,40,0,0,0,0
17,41,0,0,0,0
17,42,0,0,0,0
17,43,0,0,0,0
17,44,0,0,0,0
17,45,0,0,0,0
17,46,0,0,0,0
17,47,0,0,0,0
18,0,0,0,0,0
18,1,0,0,0,0
18,2,0,0,0,0
18,3,0,0,0,0
18,4,0,0,0,0
18,5,0,0,0,0
18,6,0,0,0,0
18,7,0,0,0,0
18,8,0,0,0,0
18,9,0,0,0,0
18,10,0,0,0,0
18,11,0,0,0,0
18,12,0,0,0,0
18,13,0,0,0,0
18,14,0,0,0,0
18,15,0,0,0,0
18,16,0,0,0,0
18,17,0,0,0,0
18,18,0,0,0,0
18,19,0,0,0,0
18,20,0,0,0,0
18,21,0,0,0,0
18,22,0,0.164248574274866,0.02697759415132617,1
18,23,0,2.016059177448264,4.064494606973372,1
18,24,0,3.824677377005966,14.62815703818124,1
18,25,0,1.313507978724439,1.725303210172763,1
18,26,0,1.088220136260502,1.184223064962826,1
18,27,0,0.4624372388833,0.2138481999060103,1
18,28,0,0,0,0
18,29,0,0,0,0
18,30,0,0,0,0
18,31,0,0,0,0
18,32,0,0,0,0
18,33,0,0,0,0
18,34,0,0,0,0
18,35,0,0,0,0
18,36,0,0,0,0
18,37,0,0,0,0
18,38,0,0,0,0
18,39,0,0,0,0
18,40,0,0,0,0
18,41,0,0,0,0
18,42,0,0,0,0
18,43,0,0,0,0
18,44,0,0,0,0
18,45,0,0,0,0
18,46,0,0,0,0
18,47,0,0,0,0
19,0,0,0,0,0
19,1,0,0,0,0
19,2,0,0,0,0
19,3,0,0,0,0
19,4,0,0,0,0
19,5,0,0,0,0
19,6,0,0,0,0
19,7,0,0,0,0
19,8,0,0,0,0
19,9,0,0,0,0
19,10,0,0,0,0
19,11,0,0,0,0
19,12,0,0,0,0
19,13,0,0,0,0
19,14,0,0,0,0
19,15,0,0,0,0
19,16,0,0.3789616228282276,0.1436119115766038,1
19,17,0,1.605495697698022,2.57761643532686,1
19,18,0,4.656163132025013,21.67985511202897,1
19,19,0,0,0,0
19,20,0,1.851422197292627,3.427764152627861,1
19,21,0,2.070778386309243,4.288123125205511,1
19,22,0,9.859566987163427,97.21106117436291,1
19,23,0,10.67249909040195,113.9022368346305,1
19,24,0,3.055956217704917,9.338868404529341,1
19,25,0,3.419522662182429,11.69313523717921,1
19,26,0,0.8639801724522366,0.7464617383905965,1
19,27,0,3.184124715832847,10.13865020597761,1
19,28,0,0,0,0
19,29,0,0.005006530293030664,2.506534557503371e-05,1
19,30,0,0,0,0
19,31,0,0,0,0
19,32,0,0,0,0
19,33,0,0,0,0
19,34,0,0,0,0
19,35,0,0,0,0
19,36,0,0,0,0
19,37,0,0,0,0
19,38,0,0,0,0
19,39,0,0,0,0
19,40,0,0,0,0
19,41,0,0,0,0
19,42,0,0,0,0
19,43,0,0,0,0
19,44,0,0,0,0
19,45,0,0,0,0
19,46,0,0,0,0
19,47,0,0,0,0
20,0,0,0,0,0
20,1,0,0,0,0
20,2,0,0,0,0
20,3,0,0,0,0
20,4,0,0,0,0
20,5,0,0,0,0
20,6,0,0,0,0
20,7,0,0,0,0
20,8,0,0,0,0
20,9,0,0,0,0
20,10,0,0,0,0
20,11,0,0,0,0
20,12,0,0,0,0
20,13,0,0,0,0
20,14,0,0,0,0
20,15,0,0,0,0
20,16,0,0,0,0
20,17,0,0.2559581253803522,0.06551456194822408,1
20,18,0,0.001236174604855478,1.528127653689597e-06,1
20,19,0,0,0,0
20,20,0,0.4678662702860585,0.2188988468713872,1
20,21,0,12.65811059221057,160.2277637646333,1
20,22,0,3.91071931068244,15.29372552694454,1
20,23,0,11.14663626308092,124.2474999814306,1
20,24,0,3.923848860184338,15.39658987756993,1
20,25,0,7.476248525235524,55.89429201108634,1
20,26,0,3.25924192918704,10.62265795297086,1
20,27,0,7.085191068230079,50.19993247332729,1
20,28,0,0.009502663509920239,9.030061378276964e-05,1
20,29,0,2.032743176205515,4.132044820410083,1
20,30,0,0,0,0
20,31,0,0,0,0
20,32,0,0,0,0
20,33,0,0,0,0
20,34,0,0,0,0
20,35,0,0,0,0
20,36,0,0,0,0
20,37,0,0,0,0
20,38,0,0,0,0
20,39,0,0,0,0
20,40,0,0,0,0
20,41,0,0,0,0
20,42,0,0,0,0
20,43,0,0,0,0
20,44,0,0.0004648375615943223,2.160739586689554e-07,1
20,45,0,0,0,0
20,46,0,0,0,0
20,47,0,0,0,0
21,0,0,0,0,0
21,1,0,0,0,0
21,2,0,0,0,0
21,3,0,0,0,0
21,4,0,0,0,0
21,5,0,0,0,0
21,6,0,0,0,0
21,7,0,0,0,0
21,8,0,0,0,0
21,9,0,0,0,0
21,10,0,0,0,0
21,11,0,0.003407284297281876,1.160958628250365e-05,1
21,12,0,0,0,0
21,13,0,0,0,0
21,14,0,0,0,0
21,15,0,0.001831438770750538,3.35416797100824e-06,1
21,16,0,0.001735323166940361,3.011346493719925e-06,1
21,17,0,0,0,0
21,18,0,0,0,0
21,19,0,1.372046950503405,1.882512834385693,1
21,20,0,8.434933790565868,71.14810805122988,1
21,21,0,7.842700700661747,61.50795428016026,1
21,22,0,30.06565567539232,903.9436511912503,1
21,23,0,35.78969669452139,1280.902389485835,1
21,24,0,28.27640727378328,799.5552083128639,1
21,25,0,29.45343041056925,867.5045629502455,1
21,26,0,6.132451223028896,37.60695800282861,1
21,27,0,4.453085959375662,19.82997456158866,1
21,28,0,3.91173939295843,15.30170507842279,1
21,29,0,0.003134631289867684,9.825913323417541e-06,1
21,30,0,0,0,0
21,31,0,0.0005053056229371578,2.55333772571909e-07,1
21,32,0,0,0,0
21,33,0,0,0,0
21,34,0,0,0,0
21,35,0,0,0,0
21,36,0,0,0,0
21,37,0,0,0,0
21,38,0,0,0,0
21,39,0,0,0,0
21,40,0,0,0,0
21,41,0,0,0,0
21,42,0,0,0,0
21,43,0,0.0004957941710017622,2.458118599993246e-07,1
21,44,0,0.001534187991637737,2.353732793685432e-06,1
